9.16	1	28.193
9.17	1	28.897
9.18	1	28.853
9.19	1	29.582
9.2	1	29.317
9.21	1	30.461
9.22	1	31.316
9.23	1	31.354
9.24	1	31.074
9.25	1	31.441
9.26	1	31.384
9.27	1	31.194
9.28	1	31.369
9.29	1	31.911
9.3	1	32.617
9.31	1	31.881
9.32	1	32.805
9.33	1	33.347
9.34	1	33.705
9.35	1	34.057
9.36	1	35.073
9.37	1	33.958
9.38	1	34.778
9.39	1	33.944
9.4	1	35.469
9.41	1	34.993
9.42	1	35.886
9.43	1	37.126
9.44	1	35.585
9.45	1	36.081
9.46	1	37.381
9.47	1	37.464
9.48	1	37.22
9.49	1	37.041
9.5	1	37.107
9.51	1	37.241
9.52	1	37.589
9.53	1	38.39
9.54	1	38.643
9.55	1	39.582
9.56	1	39.024
9.57	1	39.515
9.58	1	39.154
9.59	1	39.831
9.6	1	39.378
9.61	1	40.611
9.62	1	39.763
9.63	1	40.813
9.64	1	41.516
9.65	1	41.446
9.66	1	41.796
9.67	1	41.508
9.68	1	40.654
9.69	1	42.009
9.7	1	42.698
9.71	1	41.981
9.72	1	42.59
9.73	1	44.075
9.74	1	43.445
9.75	1	43.786
9.76	1	43.248
9.77	1	44.226
9.78	1	44.975
9.79	1	43.867
9.8	1	44.802
9.81	1	45.093
9.82	1	45.692
9.83	1	46.423
9.84	1	46.857
9.85	1	46.511
9.86	1	47.274
9.87	1	46.443
9.88	1	46.872
9.89	1	46.685
9.9	1	48.618
9.91	1	46.817
9.92	1	48.233
9.93	1	48.059
9.94	1	48.725
9.95	1	47.959
9.96	1	48.107
9.97	1	49.402
9.98	1	50.486
9.99	1	49.993
10	-1	50.317
